partName,partPrice,inStock,partRating,partReviews,PSNumber,MPNumber,partDescription,partSymptoms,partReplaces,partInstallation,partCompatible
Refrigerator Ice Maker Assembly,115.14,True,4.7,66,PS11765620,W10884390,"This is an ice maker assembly for various models of refrigerator. This ice maker assembly is used to freeze and eject ice into the ice bucket, then dispense the ice. This ice maker comes with the necessary shut-off arm, as well as a wire harness to properly install it into the freezer compartment of your refrigerator. If your current ice maker is either not producing ice or not breaking the ice up properly, it will need to be replaced. This ice maker assembly is an OEM part and is sold on its own, without any other parts or accessories.","ice maker not making ice, ice maker won't dispense ice, ice maker dispenses too much ice, leaking","AP6030643, W10377152, W10469286, W10793298, WPW10377152, WPW10469286",https://www.youtube.com/watch?v=d6AvOkulk_g,"10672002011, 10672002013, 10672002015, 10672003012, 10672003013, 10672003014, 10672003016, 10672003017, 10672003018, 10672009011, 10672009013, 10672009015, 10672013017, 596467934251, 596467934351, 596467934451, 596467934951, 59672002011, 59672002013, 59672002015, 59672003012, 59672003013, 59672003014, 59672003016, 59672003017, 59672003018, 59672009011, 59672009013, 59672009015, 59672012012"
Refrigerator Ice Maker,97.53,True,4.45,43,PS11738120,W10873791,"This ice maker is for refrigerators.

Ice maker includes the ice mold and the control device. The ice maker receives water from the water inlet valve and then holds the water in the ice mold until the water freezes solid. It then automatically ejects the ice and refills to continue the process until the ice storage in is full.

Safely store any food that could deteriorate while the power is off and unplug the refrigerator when installing this part. Wear work gloves to protect your hands.","ice maker not making ice, ice maker won't dispense ice","AP6026347, W10760070, W10798411, W10847507, W10873791VP, W11130444, W11646278",https://www.youtube.com/watch?v=d6AvOkulk_g,"1064651339710, 1064651773510, 10651132213, 10651133213, 10651134213, 10651135610, 10651139213, 10651139214, 10651332710, 10651335710, 10651335713, 10651339710, 10651762510, 10651762511, 10651763510, 10651763511, 10651764510, 10651764511, 10651769510, 10651769511, 10651769512, 10651772510, 10651773510, 10651779510, 10651779511, 10651782412, 10651782413, 10651783412, 10651783416, 10651789412"
Refrigerator Replacement Ice Maker,131.03,True,4.8,221,PS358591,4317943,"This ice maker (Complete Icemaker Assembly, Whirlpool Icemaker Kit, Ice Maker Assembly, Refrigerator Ice Maker, Icemaker) receives water from the water inlet valve, freezes it, and dispenses it into the ice bucket until the bucket is full. Ice makers will need to be replaced every 3-10 years depending on the frequency of usage, and water quality. You can perform a voltage test with a multimeter or perform an inlet valve test. If you’re unable to make ice, or notice leaks then it may be a sign your ice maker is damaged and could be in need of a replacement. This model measures approximately 11x5 inches, is constructed of plastic and metal, and comes in black/silver. This ice maker is a complete assembly; the whole assembly attaches to the wall of your freezer. ***NOTE: Ice maker does NOT come with the bail or shut off arm. You must order them separately if required. It does come complete with flat and round plug wiring harness, the mounting hardware, and the instructions. The harness can be reused. The ice maker will not fit refrigerators that have the ice auger mounted on the door.","ice maker not making ice, leaking, ice maker won't dispense ice, ice maker dispenses too little ice","AP2984633, 1857, 4317943, 4210317, 4211173, 4317943, 4317943R, 4317943VP, 46000978556, 46004211173, 480616, 480617, 482014, 482015, 482016, 482017, 482018, 482019, 482020, 482394
                        
                            ...
                            Show more, 482433, 482990, 625601, 625603, 625610, 625611, 625622, 625625, 625653, 625656, 625660, 626002, 626201, 626237, 626366, 626461, 626489, 626608, 626609, 626626, 626636, 626640, 626670, 626687, 627572, 68972-4, 797991, 8114, 833701, 978552, 978553, 978556, 99989730, IC14B, M626687, W10122496, W10190952, W10281545, W10632400
 Show less",https://www.youtube.com/watch?v=ECdu8xqf0Ns,"1061105299, 10647021790, 10647021791, 10647022790, 10647022791, 10647028790, 10647028791, 106482394, 10648562893, 10650022000, 10650022004, 10650027001, 10650027002, 10650027003, 10650027004, 10650032000, 10650032003, 10650032004, 10650037000, 10650037001, 10650037004, 10650202991, 10650202992, 10650202993, 10650203993, 10650209991, 10650257000, 10650257001, 10650259001, 10650259002"
Refrigerator Replacement Ice Maker,115.96,True,4.75,151,PS2121513,D7824706Q,"This ice maker (Ice Maker Assembly, Refrigerator Ice Maker) produces ice cubes that are ejected into the storage bucket. It is located in the freezer section of your appliance, mounted on the freezer wall. The ice maker can break from normal wear and accidental damage. If this happens, your refrigerator may no longer make ice cubes, or may not make enough cubes, and the part should be replaced. This model measures approximately 11 inches long and 5 inches wide. It’s constructed of plastic and metal, and comes in black/white/silver. This assembly includes the ice mold and the control device.","ice maker not making ice, leaking, ice maker won't dispense ice, ice maker dispenses too little ice","AP4135008, 915772, D7824706Q, 0056504, 0056599, 0056605, 0056606, 0311155, 0312578, 0312738, 0312739, 0312740, 10549201, 10563707, 10563708, 14211407, 61005508, 61005508A, 67001263, 68111-1
                        
                            ...
                            Show more, 68972-1, 68972-4, 8170937, 95091-1, 95098-1, 95109-1, D7767601, D7824701, D7824702, D7824703, D7824704, D7824705, D7824705Q, D7824706, D7824706Q, D7824706QVP, R0154025, R0156628, R0156629, R0156669, R0161059, R0161061, R0167201, R0183135, R0194462, R0194462A, R0194666, R0950064, W10122519, W10190978, Y0056504, Y0056599, Y0056606, Y0312578, Y0312738, Y0312740, Y689724, YR0161061
 Show less",https://www.youtube.com/watch?v=_6xfzzeEWyw,"10672002010, 10672003010, 10672003011, 10672009010, 10672012010, 10672013010, 10672019010, 12001294, 12001302, 12500048, 17694, 17794A, 18103-0, 18103-0A, 181040, 18914A, 19123-0, 19124-0, 19133-0A, 191340, 191347, 19143-0A, 19143-0B, 191450, 191457, 19153-1, 191550, 191557, 19163-0A, 191650"
Refrigerator Ice Maker,216.03,True,4.65,77,PS1993870,WR30X10093,"This 10 by 5 inch ice maker (Electromechanical Icemaker Kit, Ice Maker Assembly) produces ice. This particular model will produce seven crescent shaped cubes every cycle. It is constructed of plastic and metal, and comes in black/white. This kit includes a set of installation instructions, a 4-pin round plug-in connector, 6 post plug-in connectors, tube and fill cup. The ideal temperature of a freezer is zero degrees Fahrenheit. If the temperature in your freezer is at an appropriate level yet ice is still not being made, it could be an issue with the water inlet valve or your ice maker assembly. If you determine it is the ice maker, this is the replacement you need. The ice maker can break from normal wear and accidental damage. Ice makers will need to be replaced every 3-10 years depending on the frequency of usage and water quality. This model is mounted on the freezer wall.","ice maker not making ice, ice maker won't dispense ice, leaking, ice maker dispenses too little ice","AP4345120, 1399596, WR30X10093, 200D1181G026, 66042, JS-2, JS2, MSE1, SWR29X5110, SWR29X5114, SWR29X5115, SWR29X5119, SWR29X5121, SWR29X5126, SWR29X5128, WR29X0157, WR29X0158, WR29X0160, WR29X0185, WR29X0191
                        
                            ...
                            Show more, WR29X10080, WR29X157, WR29X158, WR29X160, WR29X191, WR29X20949, WR29X27993, WR29X5007, WR29X5012, WR29X5023, WR29X5110, WR29X5114, WR29X5115, WR29X5119, WR29X5121, WR29X5126, WR29X5127, WR29X5144, WR29X5162, WR29X5167, WR29X5174, WR29X5177, WR29X5183, WR29X5189, WR29X5190, WR30M0149, WR30M0153, WR30M149, WR30M153, WR30X0138, WR30X0147, WR30X0148, WR30X0159, WR30X0169, WR30X0199, WR30X0203, WR30X0213, WR30X0214, WR30X0238, WR30X0241, WR30X0259, WR30X0282, WR30X0283, WR30X0289, WR30X0290, WR30X0304, WR30X0306, WR30X0307, WR30X0310, WR30X0315, WR30X0318, WR30X0320, WR30X0327, WR30X0328, WR30X0329, WR30X10012, WR30X10014, WR30X10043, WR30X10044, WR30X10058, WR30X10061, WR30X10082, WR30X10102, WR30X10109, WR30X10111, WR30X10139, WR30X138, WR30X147, WR30X148, WR30X159, WR30X169, WR30X199, WR30X203, WR30X213, WR30X214, WR30X238, WR30X241, WR30X259, WR30X27952, WR30X282, WR30X282R, WR30X283, WR30X28699, WR30X28700, WR30X28705, WR30X28735, WR30X289, WR30X290, WR30X29421, WR30X304, WR30X304R, WR30X306, WR30X307, WR30X310, WR30X315, WR30X318, WR30X320, WR30X327, WR30X328, WR30X329
 Show less",https://www.youtube.com/watch?v=QlZjvDqmxTE,"31181-1, 31191-1, 3210-00L0S00-A, 3210-00R0S00-A, 36348042890, 36348042891, 36348047890, 36348047891, 36350221000, 36350222000, 36350227000, 36350232000, 36350237000, 36350242000, 36350247000, 36350622000, 36350627000, 36357552790, 36357552791, 36357557790, 36357557791, 36358042890, 36358042891, 36358042892, 36358042893, 36358042894, 36358042896, 36358042897, 36358047890, 36358047891"
Refrigerator Ice Maker Assembly - 8 Cube,144.95,True,4.75,99,PS869316,2198597,"This Ice Maker (Icemaker Assembly, Complete Icemaker Assembly, Ice Maker Assembly, Refrigerator Ice Maker) can be used with 25-27 cubic feet refrigerators that have a vertical auger dispenser located on the freezer door. It’s used to make ice. When this part fails, no ice cubes will be made. It could prevent the icemaker from filling with water or just prevent the harvesting of the ice cubes. This is a sign the part should be replaced. The parts electrical contacts and motor can fail due to normal wear and tear. The icemaker attaches to the ceiling of the freezer compartment. This assembly measures 11 inches by 5 inches, is constructed of plastic and metal, and comes in black/white.","ice maker not making ice, ice maker won't dispense ice, leaking, won't start","AP3182733, 1016069, 2198597, 2198597, 2198597R, 2198597VP, 2198678, 626663, W10122502, W10190960, W11381367",https://www.youtube.com/watch?v=hmCE3oKpEk0,"10641522500, 10641523500, 10641524500, 10641529500, 10644022600, 10644022601, 10644022602, 10644022603, 10644023600, 10644023601, 10644023602, 10644023603, 10644024600, 10644029600, 10644029601, 10644029602, 10644029603, 10644032600, 10644032601, 10644032602, 10644032603, 10644033600, 10644033601, 10644033602, 10644033603, 10644034600, 10644039600, 10644039601, 10644039602, 10644039603"
Refrigerator Ice Bucket,102.49,True,4.85,55,PS11757044,WPW10670845,Bucket only. All other parts sold separately. This part holds the ice once it's released from the icemaker.,"leaking, ice maker won't dispense ice, ice maker not making ice","AP6023698, 1115342, 1115372, 2152701, 2152702, 2182099, 2182100, 2196091, W10670845",https://www.youtube.com/watch?v=BEu3DK2uoyk,"1064650043714, 10650022210, 10650022211, 10650023210, 10650023211, 10650029210, 10650029211, 10650029213, 10650042710, 10650042711, 10650042713, 10650042714, 10650042717, 10650043710, 10650043711, 10650043713, 10650043714, 10650043717, 10650045710, 10650045711, 10650045713, 10650045715, 10650049710, 10650049711, 10650049713, 10650049714, 10650049717, 10650502990, 10650502991, 10650503990"
Refrigerator REFRIGERATOR Ice Maker Replacement,185.82,True,4.75,25,PS11752389,WPW10300022,"The replacement ice maker does not include a new ice level arm, or wire harness, these components will need to be reused from original ice maker.",ice maker not making ice,"AP6019085, W10122556, W10300022, W10377190",https://www.youtube.com/watch?v=d6AvOkulk_g,"1064650043714, 10650022210, 10650022211, 10650023210, 10650023211, 10650029210, 10650029211, 10650029213, 10650042710, 10650042711, 10650042713, 10650042714, 10650043710, 10650043711, 10650043713, 10650043714, 10650045710, 10650045711, 10650045713, 10650045715, 10650049710, 10650049711, 10650049713, 10650049714, 10651112710, 10651112711, 10651113210, 10651113710, 10651113711, 10651115710"
Refrigerator Ice Container and Auger Assembly,132.12,True,4.85,43,PS1991430,241860803,This assembly includes the auger and blades.,"ice maker won't dispense ice, ice maker not making ice, ice maker dispenses too little ice","AP4300918, 1376941, 241860803, 218842802, 240323804, 240323808, 240323813",https://www.youtube.com/watch?v=EwjRPB7vBRw,"25350682000, 25350682001, 25350682002, 25350683000, 25350683001, 25350683002, 25350684000, 25350684001, 25350684002, 25350689000, 25350689001, 25350689002, 25351232101, 25351232102, 25351232103, 25351232104, 25351232105, 25351232106, 25351234101, 25351234102, 25351234103, 25351234104, 25351234105, 25351234106, 25351392101, 25351392102, 25351392103, 25351392104, 25351392105, 25351392106"
Refrigerator Evaporator Fan Grommet - Red,13.2,True,4.9,22,PS963756,WR02X12008,"If you notice that your refrigerator or freezer is noisy or too warm, you may need to replace the evaporator fan grommet. This part is red in color, and is about 1 inch in diameter. The evaporator fan grommet is located behind the evaporator fan cover in the back of the freezer. You will need to remove the evaporator fan cover to access the evaporator fan and complete this repair. Before you begin this repair, ensure the power to the refrigerator is disconnected. You will need a pair of needle nose pliers, a small flat blade screw driver and both a 1/4 and 5/16-inch nut driver to complete this repair.","noisy, fridge too warm, clicking sound, freezer section too warm","AP3795810, 1091586, WR02X10519, WR2X10519",https://www.youtube.com/watch?v=rlXeA1rtsLY,"36211XBMBRWW, 36211XBMDRWW, 36211XBMERWW, 36211XBMFRWW, 36211XBRERWW, 36211XBRFRWW, 36411XBRERWW, 36411XBRFRWW, 37511KBSARWW, 37511KBSERWW, 38181KBRARWW, 38185KBRARBB, 38187KBRARCC, 38341FBMERWW, 38341FBMFRWW, 38351HBMERWW, 38351HBMFRWW, 38351HBRERWW, 38351HBRFRWW, 38451HBRERWW, 38451HBRFRWW, 38481KBRARWW, 38481KBRCRWW, 38481KBRDRWW, 38481KBRKRWW, 38481KBRORWW, 38481KBRTRWW, 38481KBRVRWW, 38485KBRARBB, 38485KBRCRBB"
Refrigerator Retaining Ring,7.87,True,3.7,3,PS11746909,WP9703438,"This part is a retaining ring, sometimes called a retaining clip, that holds the drum support roller onto the shaft of a dryer. It is made entirely of metal and measures less than an inch in diameter. The retaining ring is a genuine OEM part sourced directly from the manufacturer. The ring may vary in appearance due to manufacturer substitution, but the function is the same. You may need to replace this part if the dryer is noisy during tumbling, will not tumble, or takes too long to dry. Be sure to check drum support roller kit and shaft before ordering parts.",noisy,"AP6013682, 4-10233, 410233, 4176072, 65100-1, 9703438, WP9703438VP",https://www.youtube.com/watch?v=vgd9B9CFRx4,"3K45SS, 3K5SS, 3KSM150PSTAQ0, 3KSM150PSTBM0, 3KSM150PSTBW0, 3KSM150PSTCB0, 3KSM150PSTCL0, 3KSM150PSTCU0, 3KSM150PSTDR0, 3KSM150PSTDR5, 3KSM150PSTER0, 3KSM150PSTER5, 3KSM150PSTGA0, 3KSM150PSTIC0, 3KSM150PSTIC5, 3KSM150PSTLR0, 3KSM150PSTMH0, 3KSM150PSTMY0, 3KSM150PSTOB0, 3KSM150PSTPA0, 3KSM150PSTPA5, 3KSM150PSTPK0, 3KSM150PSTTG0, 3KSM150PSTVB0, 3KSM150PSTWH0, 3KSM150PSTWM0, 3KSM5CBTER0, 3KSM5CBTWH0, 3KSM6583TER0, 3KSM6583TGU0"
Refrigerator Evaporator/Condensor Fan Grommet,11.58,True,4.95,12,PS284555,WR02X10098,"This evaporator fan motor grommet, or condenser fan grommet is built for refrigerators. It provides a cushion between the fan motor and the motor mounting bracket. It is made or round, black plastic and is approximately one inch in diameter. If your grommet is torn or damaged and you are getting noise from the fan motor, you may need to replace it. This is an OEM part sourced directly from the manufacturer.","noisy, fridge too warm, freezer section too warm, clicking sound","AP3647189, 772715, WR02X10822, WR2X10098, WR2X10822",https://www.youtube.com/watch?v=p40jY9Lantc,"31181-1, 31191-1, 3210-00L0S00-A, 3210-00R0S00-A, 36211XBMBRWW, 36211XBMDRWW, 36211XBMERWW, 36211XBMFRWW, 36211XBRERWW, 36211XBRFRWW, 36348042891, 36348042892, 36348042893, 36348042894, 36348042896, 36348042897, 36348047891, 36348047892, 36348047893, 36348047894, 36348047896, 36348047897, 36348252891, 36348252892, 36348252893, 36348252894, 36348252896, 36348252897, 36348257891, 36348257892"
Refrigerator Screw,12.71,True,4.0,3,PS11757021,WPW10661886,"This mounting screw is a genuine OEM replacement part for the door handle in your refrigerator. If you are having trouble shutting the refrigerator door, or opening it, replacing this screw can help solve the issue. Replacing this part is easy and requires minimal disassembly of the refrigerator end cap handle. Your will need a screwdriver to complete this repair.",,,Instructions not available,
Refrigerator Door Handle Fastener,13.11,True,4.75,8,PS6447735,WR01X11007,"This is a door handle fastener to secure the handle to your refrigerator drawer. It is also known and a mounting bolt or screw. It is approximately 1 inch in total length, and is made of metal.",door won't open or close,AP5668500,https://www.youtube.com/watch?v=d6AvOkulk_g,"ABE20EGEARBS, ABE20EGEARWS, ABE20EGEBRBS, ABE20EGEBRWS, ABE20EGHBRBS, ABE20EGHBRWS, ABE21DGKARBS, ABE21DGKARWS, C2S900P2M1S1, C2S900P2M2S1, C2S900P3M1D1, C2S900P4M1W2, C2S900P4M2W2, C2S950P2M1S1, C2S950P2M2S1, C2S950P3M1D1, C2S950P3M2D1, C2S950P4M1W2, C2S950P4M2W2, C2S986SEL2SS, C2S995SEL2SS, C2Y366P2M1S1, C2Y366P2T1S1, C2Y366P3M1D1, C2Y366P3T1D1, C2Y366P4M1W2, C2Y486P2M1S1, C2Y486P2T1S1, C2Y486P4T1W2, CDD420P2T0S1"
Refrigerator Handle Screw,9.34,True,3.7,6,PS8752913,MJB63190001,"This handle screw, also known as a mounting bolt, is a mounting screw to help secure the door handle to your refrigerator door. If your handle is loose, you may just need to tighten the screw. If your screw is missing or broken, it may need to be replaced. There are multiple handle screws on your fridge, please consider ordering extra as they commonly wear at the same rate. This is about 1 inch long and metallic in color.",,,Instructions not available,
Refrigerator Lid Bumper,10.96,True,5.0,2,PS284979,WR02X10540,"The lid bumper or evaporator fan motor bumper in your refrigerator prevents the fan motor from scraping against the side bracket. If your refrigerator/freezer is noisy, the bumper could be worn down or missing, and the sound could be a result of the motor scraping the side bracket. You will find it between the fan motor and the side bracket on the evaporator fan motor assembly. To access the bumper, you will need to remove the evaporator fan motor assembly from the freezer. This part is made of orange rubber and is less than half an inch in diameter. It has a rounded top and a slightly pointed bottom, and is sold individually.","noisy, fridge too warm","AP3414570, 912732, 123C8091P002, WR02X11329, WR2X10540",https://www.youtube.com/watch?v=liXOlbNWFYo,"36211XBMBRWW, 36211XBMDRWW, 36211XBMERWW, 36211XBMFRWW, 36211XBRERWW, 36211XBRFRWW, 36411XBRERWW, 36411XBRFRWW, 37511KBSARWW, 37511KBSERWW, 38181KBRARWW, 38185KBRARBB, 38187KBRARCC, 38341FBMERWW, 38341FBMFRWW, 38351HBMERWW, 38351HBMFRWW, 38351HBRERWW, 38351HBRFRWW, 38451HBRERWW, 38451HBRFRWW, 38481KBRARWW, 38481KBRCRWW, 38481KBRDRWW, 38481KBRKRWW, 38481KBRORWW, 38481KBRTRWW, 38481KBRVRWW, 38485KBRARBB, 38485KBRCRBB"
Refrigerator Screw - Kit of Four,16.03,True,3.7,3,PS12365992,5304515677,This screw is used in refrigerators. The screw can be loosened or tightened with a Phillips-head or square-head screwdriver. This screw is used to secure the refrigerator handle to the refrigerator door. This is an OEM part sourced directly from the manufacturer.,,,Instructions not available,
Refrigerator Screw,25.92,True,5.0,3,PS1526032,240521303,"This small, Phillips-head screw works with your refrigerator/freezer. It screws in to the freezer door and connects to the door handle. This part is made of stainless steel and is sold individually. This is an OEM part sourced directly from the manufacturer.",,,Instructions not available,
Refrigerator Screw,5.41,True,0.0,0,PS11743743,WP681249,Sold individually.,,,Instructions not available,
Refrigerator Upper or Lower Mullion Hinge Pin,23.15,True,2.75,4,PS2358752,241779401,"This mullion hinge pin is a genuine OEM replacement part, measuring 1.5 inches by 1.25 inches by 0.85 inches. It is specially designed to secure the mullion in refrigerators, allowing it to pivot and ensure smooth door movement. The mullion acts as a barrier between the refrigerator and freezer to maintain the desired temperatures for each section. A damaged or loose hinge pin will result in temperature fluctuations, frost buildup along the door edges, and difficulties opening and closing the door. Therefore, it is important that you replace the pin as soon as it is no longer functioning. Note that your appliance may require two hinge pins, one near the top of the mullion and one near the bottom. Remove the mullion cover, detach the hinge pin, and install a the new one into the hinge assembly. Place the cover back on and verify that the hinge assembly is working by carefully opening and closing the refrigerator doors to check that they are moving smoothly. Each sold individually.","door won't open or close, door sweating","AP4393564, 7241779401",https://www.youtube.com/watch?v=d6AvOkulk_g,"20462151B, 2537034241E, 2537034241F, 2537034241H, 2537034241J, 2537034341F, 2537034341G, 2537034341H, 2537034341J, 25370347411, 2537034941H, 2537034941J, 2537041341C, 2537041341F, 2537041341H, 25370417410, 25370417412, 2537041941C, 2537041941D, 2537042341A, 2537044341A, 2537044341C, 2537044341D, 2537044341E, 25370447411, 90462157B, CFD26SDS0, CFD26WIS0, CFD26WIS1, CFD26WIS3"
Refrigerator Lower Door Closing Cam,7.7,True,4.55,87,PS11739042,WP2182179,"The lower door closing cam is used in refrigerator doors, it can be located on the fresh food side or the freezer side. It helps hold the door open. This cam is made out of plastic, so it might crack or wear down over time. If your door will not open and close properly you may need to replace the door closing cam. To successfully install this part, you will need a 5/16 nut driver and a small flat blade screwdriver. Before you begin, unplug your appliance and disconnect the water supply. Lubricating this part may help with installation. This replacement part is sold individually. This part will fit both the left and right side of your refrigerator door. To make the repair, remove the top hinge cover, then the top hinge support. Lift the door from the bottom support and remove the old door cams. Replace the cams, using a little lubricant if necessary, and place the door back on the lower hinge support. Replace the top hinge support and your repair is complete!","door won't open or close, clicking sound, fridge too warm, noisy","AP6005980, 2182178, 2182179, WP2182179VP",https://www.youtube.com/watch?v=-FbNkD1MIpk,"10640212010, 10640212011, 10640262010, 10640263010, 10640263011, 10640269010, 10640562010, 10640563010, 10640563011, 10640569010, 10640569011, 10641012100, 10641012101, 10641012104, 10641014100, 10641014101, 10641014104, 10641122210, 10641122211, 10641122212, 10641122213, 10641123210, 10641123211, 10641123212, 10641124210, 10641129210, 10641129211, 10641129212, 10641129213, 10641152210"
Refrigerator Door Cam - Black,10.55,True,4.7,64,PS11752991,WPW10329686,"The Door Cam is a black plastic part which helps the door pivot shut while keeping the door and hinge in proper alignment. Lubricating this part upon installation may help it move easier.  It attaches onto the door hinge and should be replaced if broken or if there is noticeable damage. Refer to your model number and user manual to ensure this is the correct part for you. To do this repair you will need a 5/6 nut driver, a 5/16 socket, and a ratchet. For safety purposes, do not forget to turn off your appliance before making this repair. Note that this piece is black, and as per the manufacturer requires a new screw to mount the door cam which is sold individually. Please also note that this is the closing cam for the lower door, and the upper door cam is sold as a separate kit.","door won't open or close, clicking sound, fridge too warm, noisy","AP6019682, 1115901, 2155309, 2155310, 2155311, 2159138, 986759, W10329686, WPW10329686VP",https://www.youtube.com/watch?v=pJhRoiDHrU4,"10640212010, 10640212011, 10640262010, 10640263010, 10640263011, 10640269010, 10640562010, 10640563010, 10640563011, 10640569010, 10640569011, 10641012100, 10641012101, 10641012104, 10641014100, 10641014101, 10641014104, 10641212100, 10641212101, 10641214100, 10641214101, 10641262800, 10641262801, 10641263800, 10641263801, 10641263802, 10641263804, 10641264800, 10641264801, 10641269800"
Refrigerator CAM-DOOR,8.0,True,4.0,2,PS11755285,WPW10470155,,"door won't open or close, clicking sound","AP6021957, W10397037, W10470155",https://www.youtube.com/watch?v=BV240RDp0I4,"10673002510, 10673002511, 10673003510, 10673003511, 10673009510, 10673009511, 10679402410, 10679472410, 10679472411, 10679473410, 10679473411, 59673002510, 59673003510, 59673009510, IX5BBEXDS00, IX5BBEXDS01, KFFS20EYBL00, KFFS20EYBL01, KFFS20EYBL02, KFFS20EYBL04, KFFS20EYMS00, KFFS20EYMS01, KFFS20EYMS02, KFFS20EYMS04, KFFS20EYWH00, KFFS20EYWH01, KFFS20EYWH02, KFFS20EYWH04, KRFF300EBL00, KRFF300EBS00"
Refrigerator Hinge Bearing,17.25,True,4.95,58,PS976452,240328203,Sold individually.,"clicking sound, door won't open or close, noisy, door sweating","AP3757897, 1056737, 7240328203",https://www.youtube.com/watch?v=0GScyyhX-Cs,"25344303403, 25344309400, 25344309401, 25344352401, 25344352403, 25344353400, 25344353401, 25344353402, 25344353403, 25344353404, 25344353405, 25344353406, 25344353407, 25344353408, 25344353409, 25344354401, 25344354403, 25344359400, 25344359401, 25344359403, 25344359404, 25344359405, 25344359406, 25344359407, 25344359408, 25344359409, 25344382402, 25344383400, 25344383401, 25344383402"
Refrigerator Door Stopper,13.55,True,4.2,5,PS3523083,4620JJ2009A,"The door stop, or door stopper, is used in refrigerators. This door stop helps keep the door in position and in balance. This part is attached to the bottom of the door and it keeps it from opening and hitting the side of the refrigerator cabinet. If you find your door hits and scratches your lower cabinet when you open your fridge door, installing this part can be a solution to this problem. Make sure to unplug your appliance from the power source before installing this part and safely store food to prevent it from deteriorating. Refer to the diagram provided by the manufacturer for further instruction.",door won't open or close,"AP4437762, 4620JJ2006A, 4620JJ2009A, 4620JJ2009B",https://www.youtube.com/watch?v=d6AvOkulk_g,"48231784412, 495934, 66212, 66222, 66922, 69293, 69299, 69372, 69374, 69376, 69379, 69912, 69913, 69972, 69974, 69979, 70329, 71012, 71013, 71014, 71016, 71019, 71022, 71023, 71024, 71026, 71029, 71082, 71083, 71322"
Refrigerator Hinge Bearing,7.28,True,3.75,4,PS11770608,5304507146,"This is a replacement hinge bearing for your refrigerator. The hinge bearing is found on the door hinge, and reduces friction when the door opens and closes. If the bearing is damaged, you may not be able to open or close the door properly, and in this case, it will need to be replaced. It is made of white plastic and is approximately 2 inches long and 1 inch in diameter. This part is sold individually and is a genuine OEM part.",door won't open or close,"AP6038496, 240311201, 240527101",https://www.youtube.com/watch?v=KobJVJ2ZwnU,"25331420100, 25331420101, 25331420104, 25331422100, 25331422101, 25331422103, 25331424100, 25331424101, 25331424102, 25331427100, 25331427101, 25331428100, 25331428101, 25331428103, 25331429100, 25331429101, 25331429102, 25331429103, 25331429104, 25331430100, 25331430101, 25331430102, 25331430104, 25331430105, 25331430106, 25331432100, 25331432101, 25331432102, 25331432103, 25331432104"
Refrigerator Hinge Bearing,7.28,True,4.0,1,PS11770609,5304507147,"This door hinge bushing, or hinge bearing, is a genuine OEM replacement part for your refrigerator. The hinge bearing helps the refrigerator door stay on track when opening and closing, ensuring it is flush with the cabinet when closed. You will need a screwdriver and a ratchet in order to complete this repair.",door won't open or close,"AP6038497, 240311202, 240527102",https://www.youtube.com/watch?v=d6AvOkulk_g,"25331113300, 25331113302, 25331113304, 25331113308, 2533111330A, 2533111330B, 2533111330C, 2533111330D, 2533111330E, 2533111330F, 2533111330G, 2533111330H, 2533111330J, 2533111330K, 2533111330L, 25331115300, 25331115302, 25331115304, 25331115308, 2533111530A, 2533111530B, 2533111530C, 2533111530D, 2533111530E, 2533111530F, 2533111530G, 2533111530H, 2533111530J, 2533111530K, 2533111530L"
Refrigerator Hinge Bracket,10.72,True,1.8,5,PS11739061,WP2183805,"This hinge bracket, also known as a door stop, is attached to the bottom of the door and is used to limit how far the door swings out to protect the refrigerator itself, and any surrounding cabinets from potential damage. If your fridge is having issues opening or staying closed, check the hinges for any damage or cracking. To replace this bracket, simply remove the door off your refrigerator, unscrew and remove this bracket from the bottom of the door, and install the new one. This hinge bracket is an OEM replacement and is compatible with several different makes and models of refrigerator.",door won't open or close,"AP6005999, 1107202, 1115910, 2159254, 2159364, 2159367, 2159368, 2160810, 2183805, 2189202, 944035, 944036",https://www.youtube.com/watch?v=ChBJjSWvyl0,"10632242101, 10632243101, 10632249101, 10632842010, 10632852010, 10632852011, 10632853010, 10632853011, 10632862010, 10632862011, 10632863010, 10632863011, 10632872010, 10632873010, 10632882010, 10632883010, 10632889010, 10632942101, 10632943101, 10632949101, 10639420990, 10639422990, 10639424990, 10639427990, 10639430990, 10639432990, 10639434990, 10639437990, 10642102300, 10642102301"
Refrigerator Hinge Bearing,14.52,True,4.9,28,PS429803,240328201,Sold individually. Also known as a short door closing cam.,"clicking sound, door won't open or close, noisy, door sweating","AP2115808, 891001, 240328201, 240561601",https://www.youtube.com/watch?v=my1lLN0u-Ok,"25344302400, 25344302401, 25344304400, 25344304401, 25344333600, 25344333601, 25344333602, 25344333603, 25344333604, 25344333605, 25344333606, 25344333607, 25344333608, 25344333609, 2534433360A, 25344352400, 25344352401, 25344352403, 25344352404, 25344352405, 25344352406, 25344352407, 25344352408, 25344352409, 25344353401, 25344353403, 25344354400, 25344354401, 25344354403, 25344354404"
